id,dialog_name,tab_name,group_box,control_name,control_type,breadcrumb_path,launch_command,automation_id,registry_key,synonyms,description,source,windows_versions_confirmed,last_verified
color_filters.red_green_green_weak_deuteranopia,Color filters,,,"Red-green (green weak, deuteranopia)",RadioButton,"Color filters > Red-green (green weak, deuteranopia)",ms-settings:easeofaccess-colorfilter,,,deuteranopia|green weak|red green filter|colorblind green,Applies a color filter optimized for deuteranopia (green-weak) color blindness.,Vision,Windows 11,2026-06-22
color_filters.red_green_red_weak_protanopia,Color filters,,,"Red-green (red weak, protanopia)",RadioButton,"Color filters > Red-green (red weak, protanopia)",ms-settings:easeofaccess-colorfilter,,,protanopia|red weak|red green filter|colorblind red,Applies a color filter optimized for protanopia (red-weak) color blindness.,Vision,Windows 11,2026-06-22
color_filters.blue_yellow_tritanopia,Color filters,,,Blue-yellow (tritanopia),RadioButton,Color filters > Blue-yellow (tritanopia),ms-settings:easeofaccess-colorfilter,,,tritanopia|blue yellow filter|colorblind blue|blue weak,Applies a color filter optimized for tritanopia (blue-yellow) color blindness.,Vision,Windows 11,2026-06-22
color_filters.grayscale,Color filters,,,Grayscale,RadioButton,Color filters > Grayscale,ms-settings:easeofaccess-colorfilter,,,black and white|no color|monochrome|gray screen,Converts the entire screen to grayscale (black and white).,Vision,Windows 11,2026-06-22
color_filters.grayscale_inverted,Color filters,,,Grayscale inverted,RadioButton,Color filters > Grayscale inverted,ms-settings:easeofaccess-colorfilter,,,inverted grayscale|negative black white|reverse monochrome,Converts the screen to inverted grayscale (reversed black and white).,Vision,Windows 11,2026-06-22
color_filters.inverted,Color filters,,,Inverted,RadioButton,Color filters > Inverted,ms-settings:easeofaccess-colorfilter,,,color inversion|negative colors|reverse colors|inverted screen,Inverts all colors on the screen (like a photo negative).,Vision,Windows 11,2026-06-22
color_filters.keyboard_shortcut_for_color_filters,Color filters,,,Keyboard shortcut for color filters,Toggle,Color filters > Keyboard shortcut for color filters,ms-settings:easeofaccess-colorfilter,,,Win+Ctrl+C shortcut|color filter hotkey|toggle color filters key,Enables or disables the Windows logo key + Ctrl + C shortcut to toggle color filters.,Vision,Windows 11,2026-06-22
contrast_themes.contrast_themes,Contrast themes,,,Contrast themes,ComboBox,Contrast themes > Contrast themes,ms-settings:easeofaccess-highcontrast,,,high contrast|contrast mode|accessibility themes|contrast colors|left Alt+left Shift+Print Screen,Selects a high contrast theme to make text and UI elements easier to see.,Vision,Windows 11,2026-06-22
contrast_themes.keyboard_shortcut_for_contrast_themes,Contrast themes,,,Keyboard shortcut for contrast themes,Toggle,Contrast themes > Keyboard shortcut for contrast themes,ms-settings:easeofaccess-highcontrast,,,Alt+Shift+Print Screen shortcut|high contrast hotkey|toggle contrast theme key,Enables or disables the left Alt + left Shift + Print Screen shortcut to toggle contrast themes.,Vision,Windows 11,2026-06-22
contrast_themes.notify_me_when_i_turn_on_contrast_theme_from_the_keyboard,Contrast themes,,,Notify me when I turn on contrast theme from the keyboard,CheckBox,Contrast themes > Notify me when I turn on contrast theme from the keyboard,ms-settings:easeofaccess-highcontrast,,,contrast theme notification|high contrast alert|keyboard shortcut notification,Shows a notification when a contrast theme is activated using the keyboard shortcut.,Vision,Windows 11,2026-06-22
contrast_themes.play_a_sound_when_i_turn_contrast_theme_on_or_off_from_the_keyboard,Contrast themes,,,Play a sound when I turn contrast theme on or off from the keyboard,CheckBox,Contrast themes > Play a sound when I turn contrast theme on or off from the keyboard,ms-settings:easeofaccess-highcontrast,,,contrast theme sound|high contrast audio feedback|theme toggle sound,Plays a sound when a contrast theme is turned on or off using the keyboard shortcut.,Vision,Windows 11,2026-06-22
screen_tint.show_a_color_overlay_on_your_display,Screen tint,,,Show a color overlay on your display to reduce eye strain and improve viewing comfort,Toggle,Screen tint > Show a color overlay on your display to reduce eye strain and improve viewing comfort,ms-settings:easeofaccess-colortint,,,screen overlay|color tint|eye strain reduction|blue light filter|display tint,Applies a colored overlay to the entire screen to reduce eye strain and improve viewing comfort.,Vision,Windows 11,2026-06-22
screen_tint.tint_color,Screen tint,,,Tint color,ComboBox,Screen tint > Tint color,ms-settings:easeofaccess-colortint,,,overlay color|screen color|tint shade|display color,Selects the color of the screen overlay tint.,Vision,Windows 11,2026-06-22
screen_tint.custom_tint,Screen tint,,,Custom tint,Button,Screen tint > Custom tint,ms-settings:easeofaccess-colortint,,,custom color|choose tint color|pick overlay color|personalized tint,Opens a color picker to choose a custom screen tint color.,Vision,Windows 11,2026-06-22
screen_tint.strength,Screen tint,,,Strength,Slider,Screen tint > Strength,ms-settings:easeofaccess-colortint,,,tint intensity|overlay strength|color opacity|tint amount,Adjusts the strength or opacity of the screen tint overlay.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.mouse_pointer.mouse_pointer_style,Mouse pointer and touch,,Mouse pointer,Mouse pointer style,ComboBox,Mouse pointer and touch > Mouse pointer > Mouse pointer style,ms-settings:easeofaccess-mousepointer,,,cursor style|pointer appearance|mouse cursor look|cursor theme,"Selects the visual style of the mouse pointer (white, black, inverted, or high-visibility).",Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.mouse_pointer.size,Mouse pointer and touch,,Mouse pointer,Size,Slider,Mouse pointer and touch > Mouse pointer > Size,ms-settings:easeofaccess-mousepointer,,,pointer size|cursor size|mouse cursor size|big mouse pointer,Adjusts the size of the mouse pointer for better visibility.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.mouse_pointer.customize_pointer_image,Mouse pointer and touch,,Mouse pointer,Customize pointer image,Button,Mouse pointer and touch > Mouse pointer > Customize pointer image,ms-settings:easeofaccess-mousepointer,,,custom cursor|pointer appearance|change mouse image|cursor scheme,Opens the classic Mouse Properties dialog to customize individual pointer images.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.mouse_pointer.pointer_indicator,Mouse pointer and touch,,Mouse pointer,Pointer indicator,Toggle,Mouse pointer and touch > Mouse pointer > Pointer indicator,ms-settings:easeofaccess-mousepointer,,,crosshair cursor|find my mouse|pointer locator|Win+Ctrl+Shift+X,Adds a crosshair effect around the mouse pointer to help locate it on screen.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.mouse_pointer.mouse_indicator,Mouse pointer and touch,,Mouse pointer,Mouse indicator,Toggle,Mouse pointer and touch > Mouse pointer > Mouse indicator,ms-settings:easeofaccess-mousepointer,,,find my mouse|Ctrl key circle|mouse locator|pointer circle,Shows a circle around the mouse pointer when pressing the Ctrl key.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.mouse_pointer_trails,Mouse pointer and touch,,,Mouse pointer trails,Toggle,Mouse pointer and touch > Mouse pointer trails,ms-settings:easeofaccess-mousepointer,,,cursor trails|mouse trails|pointer ghost|cursor shadow trail,Shows a fading trail of previous mouse pointer positions to make movement easier to see.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.mouse_pointer_trails_length,Mouse pointer and touch,,,Mouse pointer trails length,Slider,Mouse pointer and touch > Mouse pointer trails length,ms-settings:easeofaccess-mousepointer,,,trail length|cursor trail size|pointer ghost length,Adjusts the length of the mouse pointer trail.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.enable_mouse_pointer_shadow,Mouse pointer and touch,,,Enable mouse pointer shadow,Toggle,Mouse pointer and touch > Enable mouse pointer shadow,ms-settings:easeofaccess-mousepointer,,,cursor shadow|pointer shadow|mouse drop shadow|cursor depth,Shows a shadow under the mouse pointer to improve visibility against similar backgrounds.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.touch_indicator.touch_indicator,Mouse pointer and touch,,Touch indicator,Touch indicator,Toggle,Mouse pointer and touch > Touch indicator > Touch indicator,ms-settings:easeofaccess-mousepointer,,,touch circle|touch feedback|screen touch indicator|touch visualization,Shows a circle on the screen where you touch it on a touchscreen device.,Vision,Windows 11,2026-06-22
mouse_pointer_and_touch.touch_indicator.make_the_circle_darker_and_larger,Mouse pointer and touch,,Touch indicator,Make the circle darker and larger,CheckBox,Mouse pointer and touch > Touch indicator > Make the circle darker and larger,ms-settings:easeofaccess-mousepointer,,,bigger touch circle|darker touch indicator|touch visibility,Makes the touch indicator circle darker and larger for better visibility.,Vision,Windows 11,2026-06-22
text_cursor.text_cursor_indicator,Text cursor,,,Text cursor indicator,Toggle,Text cursor > Text cursor indicator,ms-settings:easeofaccess-cursor,,,cursor indicator|text caret indicator|find my cursor|cursor highlight,Shows a colored indicator around the text cursor to make it stand out in text.,Vision,Windows 11,2026-06-22
text_cursor.text_cursor_indicator_size,Text cursor,,,Size,Slider,Text cursor > Size,ms-settings:easeofaccess-cursor,,,indicator size|cursor highlight size|caret indicator size,Adjusts the size of the text cursor indicator.,Vision,Windows 11,2026-06-22
text_cursor.text_cursor_indicator_color,Text cursor,,,Recommended colors,ComboBox,Text cursor > Recommended colors,ms-settings:easeofaccess-cursor,,,indicator color|cursor highlight color|caret color|choose another color,Selects the color of the text cursor indicator.,Vision,Windows 11,2026-06-22
text_cursor.text_cursor_thickness.text_cursor_thickness,Text cursor,,Text cursor thickness,Text cursor thickness,Slider,Text cursor > Text cursor thickness > Text cursor thickness,ms-settings:easeofaccess-cursor,,,caret thickness|cursor width|insertion point thickness|text cursor width,Adjusts the thickness of the text cursor (caret) for better visibility.,Vision,Windows 11,2026-06-22
text_cursor.cursor_blink_rate.cursor_blink_rate,Text cursor,,Cursor blink rate,Cursor blink rate,Slider,Text cursor > Cursor blink rate > Cursor blink rate,ms-settings:easeofaccess-cursor,,,caret blink speed|cursor flashing|text cursor blink|insertion point blink,"Adjusts how fast the text cursor blinks, from no blink to fast blink.",Vision,Windows 11,2026-06-22
text_size.text_size,Text size,,,Text size,Slider,Text size > Text size,ms-settings:easeofaccess-display,,,font size|text scaling|larger text|bigger text|system font size,Adjusts the size of text that appears throughout Windows and apps.,Vision,Windows 11,2026-06-22
visual_effects.always_show_scrollbars,Visual effects,,,Always show scrollbars,Toggle,Visual effects > Always show scrollbars,ms-settings:easeofaccess-visualeffects,,,show scrollbars|scrollbar visibility|always visible scrollbars|hide scrollbars,Keeps scrollbars always visible instead of hiding them when not in use.,Vision,Windows 11,2026-06-22
